#name: raw data
#device: UN-0000.00.00
#eegchannels: 8
#triggerchannels: 6
#samplingrate: 250
Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,trigger,id,target,nontarget,trial,islast
99987.240,99991.740,99991.230,99991.400,99994.840,100006.900,100006.800,100007.300,0.000,0.000,0.000,0.000,0.000,0.000
100055.100,100058.200,100057.700,100058.500,100060.800,100070.000,100069.400,100069.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100014.300,100014.600,100014.400,100016.200,100021.700,100021.600,100021.500,0.000,0.000,0.000,0.000,0.000,0.000
99981.900,99982.750,99982.610,99982.860,99982.900,99985.010,99984.940,99985.310,0.000,0.000,0.000,0.000,0.000,0.000
99999.410,99997.890,99997.990,99998.660,99997.590,99995.670,99996.290,99995.990,0.000,0.000,0.000,0.000,0.000,0.000
99968.860,99966.440,99966.910,99967.090,99965.580,99959.560,99959.520,99959.070,0.000,0.000,0.000,0.000,0.000,0.000
99926.080,99922.950,99922.990,99922.480,99919.640,99911.520,99911.070,99911.130,0.000,0.000,0.000,0.000,0.000,0.000
99993.200,99989.910,99989.300,99989.670,99985.500,99974.540,99974.610,99973.860,0.000,0.000,0.000,0.000,0.000,0.000
100088.300,100083.800,100084.300,100083.600,100079.300,100065.400,100065.400,100065.800,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100007.300,100007.200,100007.800,100002.300,99988.290,99987.880,99988.150,0.000,0.000,0.000,0.000,0.000,0.000
99848.200,99843.520,99844.030,99843.630,99838.830,99823.300,99823.580,99823.270,0.000,0.000,0.000,0.000,0.000,0.000
99886.050,99881.340,99881.260,99881.260,99876.060,99862.050,99862.080,99862.370,0.000,0.000,0.000,0.000,0.000,0.000
100101.600,100097.600,100097.600,100097.800,100093.600,100080.700,100081.000,100081.000,0.000,0.000,0.000,0.000,0.000,0.000
100140.600,100136.800,100137.100,100137.600,100133.900,100123.700,100123.300,100123.300,0.000,0.000,0.000,0.000,0.000,0.000
99914.100,99911.830,99911.930,99912.300,99909.970,99902.210,99902.270,99902.020,0.000,0.000,0.000,0.000,0.000,0.000
99792.640,99792.200,99791.900,99792.090,99790.640,99786.860,99786.690,99786.690,0.000,0.000,0.000,0.000,0.000,0.000
99990.820,99990.510,99990.700,99990.920,99990.640,99990.030,99990.270,99990.840,0.000,0.000,0.000,0.000,0.000,0.000
100188.200,100189.000,100188.700,100189.300,100190.700,100194.200,100194.100,100193.700,0.000,0.000,0.000,0.000,0.000,0.000
100066.600,100068.900,100068.900,100069.400,100071.900,100078.800,100079.000,100078.900,0.000,0.000,0.000,0.000,0.000,0.000
99840.720,99843.380,99843.760,99843.980,99847.390,99857.780,99857.010,99857.930,0.000,0.000,0.000,0.000,0.000,0.000
99879.270,99882.730,99882.760,99882.780,99887.820,99899.890,99900.200,99899.780,0.000,0.000,0.000,0.000,0.000,0.000
100094.700,100100.000,100100.400,100099.900,100104.400,100119.200,100118.800,100118.900,0.000,0.000,0.000,0.000,0.000,0.000
100132.200,100137.400,100137.100,100137.000,100142.000,100157.300,100157.200,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.790,99974.020,99973.070,99973.550,99978.470,99993.230,99992.810,99992.680,0.000,0.000,0.000,0.000,0.000,0.000
99892.380,99896.720,99897.440,99897.390,99901.620,99915.150,99914.860,99914.880,0.000,0.000,0.000,0.000,0.000,0.000
99987.780,99991.070,99991.610,99991.230,99995.370,100006.600,100006.700,100006.300,0.000,0.000,0.000,0.000,0.000,0.000
100055.400,100057.600,100058.000,100057.800,100061.100,100070.300,100070.200,100069.700,0.000,0.000,0.000,0.000,0.000,0.000
100012.400,100014.500,100014.000,100014.500,100015.700,100021.000,100021.600,100021.500,0.000,0.000,0.000,0.000,0.000,0.000
99982.060,99983.200,99982.500,99982.410,99982.850,99985.320,99984.730,99985.590,0.000,0.000,0.000,0.000,0.000,0.000
99998.760,99997.890,99998.200,99998.690,99997.920,99996.270,99995.840,99995.690,0.000,0.000,0.000,0.000,0.000,0.000
99968.840,99967.420,99967.200,99966.950,99964.740,99959.970,99959.490,99959.440,0.000,0.000,0.000,0.000,0.000,0.000
99925.550,99922.910,99922.460,99923.010,99919.470,99910.880,99911.530,99911.300,0.000,0.000,0.000,0.000,0.000,0.000
99993.480,99989.310,99989.980,99989.760,99986.230,99973.900,99973.730,99973.840,0.000,0.000,0.000,0.000,0.000,0.000
100088.900,100083.900,100084.300,100083.900,100079.400,100065.300,100065.800,100066.000,0.000,0.000,0.000,0.000,0.000,0.000
100012.200,100007.000,100007.300,100007.300,100002.400,99987.480,99987.700,99987.900,0.000,0.000,0.000,0.000,0.000,0.000
99848.660,99844.030,99843.120,99843.630,99838.670,99823.560,99824.020,99823.260,0.000,0.000,0.000,0.000,0.000,0.000
99885.590,99881.380,99881.020,99881.190,99875.980,99862.520,99862.030,99862.000,0.000,0.000,0.000,0.000,0.000,0.000
100102.500,100098.000,100097.800,100098.000,100093.100,100081.400,100081.300,100080.600,0.000,0.000,0.000,0.000,0.000,0.000
100141.100,100137.100,100137.000,100137.700,100134.200,100123.700,100123.400,100123.400,0.000,0.000,0.000,0.000,0.000,0.000
99914.690,99911.760,99911.550,99911.520,99909.230,99902.330,99902.400,99902.410,0.000,0.000,0.000,0.000,0.000,0.000
99793.250,99792.140,99791.630,99792.100,99790.730,99786.390,99787.020,99786.790,0.000,0.000,0.000,0.000,0.000,0.000
99990.600,99990.950,99990.300,99990.670,99990.630,99990.730,99990.550,99990.610,0.000,0.000,0.000,0.000,0.000,0.000
100187.400,100189.400,100189.200,100188.900,100190.000,100194.500,100193.800,100194.200,0.000,0.000,0.000,0.000,0.000,0.000
100066.600,100068.600,100069.300,100069.300,100071.800,100078.500,100078.400,100078.600,0.000,0.000,0.000,0.000,0.000,0.000
99839.910,99844.200,99844.260,99843.500,99847.370,99857.090,99857.540,99857.890,0.000,0.000,0.000,0.000,0.000,0.000
99879.160,99883.570,99883.070,99883.630,99887.220,99900.230,99900.290,99899.660,0.000,0.000,0.000,0.000,0.000,0.000
100095.400,100099.800,100099.400,100099.800,100105.100,100118.700,100118.900,100119.100,0.000,0.000,0.000,0.000,0.000,0.000
100132.500,100137.500,100137.200,100137.500,100142.100,100157.700,100157.400,100157.100,0.000,0.000,0.000,0.000,0.000,0.000
99968.860,99973.850,99973.630,99973.730,99978.680,99992.990,99993.600,99993.580,0.000,0.000,0.000,0.000,0.000,0.000
99892.310,99897.250,99897.160,99896.870,99901.660,99915.010,99915.020,99915.490,0.000,0.000,0.000,0.000,0.000,0.000
99987.350,99991.540,99990.950,99991.240,99995.090,100007.100,100006.800,100007.000,0.000,0.000,0.000,0.000,0.000,0.000
100055.100,100057.800,100058.300,100057.600,100061.400,100069.400,100070.000,100070.200,0.000,0.000,0.000,0.000,0.000,0.000
100012.000,100013.700,100013.800,100014.100,100015.500,100021.000,100021.300,100021.400,0.000,0.000,0.000,0.000,0.000,0.000
99982.130,99982.310,99982.370,99982.500,99983.630,99984.920,99984.950,99984.980,0.000,0.000,0.000,0.000,0.000,0.000
99998.780,99998.330,99998.060,99998.410,99997.940,99995.500,99996.160,99996.200,0.000,0.000,0.000,0.000,0.000,0.000
99968.530,99967.290,99966.640,99966.910,99965.220,99959.970,99959.140,99959.270,0.000,0.000,0.000,0.000,0.000,0.000
99926.300,99923.090,99923.340,99922.760,99919.560,99911.460,99911.380,99910.950,0.000,0.000,0.000,0.000,0.000,0.000
99993.270,99989.740,99989.920,99989.360,99985.930,99973.960,99974.650,99973.980,0.000,0.000,0.000,0.000,0.000,0.000
100087.900,100083.800,100084.000,100083.700,100079.600,100065.400,100065.400,100065.400,0.000,0.000,0.000,0.000,0.000,0.000
100012.200,100007.300,100007.200,100007.200,100002.900,99988.200,99988.120,99987.970,0.000,0.000,0.000,0.000,0.000,0.000
99848.130,99844.070,99843.450,99843.220,99838.390,99824.030,99823.320,99823.700,0.000,0.000,0.000,0.000,0.000,0.000
99886.190,99881.590,99880.940,99880.770,99876.270,99862.230,99861.840,99861.620,0.000,0.000,0.000,0.000,0.000,0.000
100102.500,100098.300,100097.800,100097.500,100093.300,100081.200,100080.900,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100140.800,100137.600,100136.800,100137.500,100133.900,100123.600,100123.500,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.700,99911.630,99911.670,99912.170,99909.980,99902.660,99901.830,99901.960,0.000,0.000,0.000,0.000,0.000,0.000
99792.850,99791.480,99791.850,99792.140,99790.880,99787.340,99787.080,99787.050,0.000,0.000,0.000,0.000,0.000,0.000
99990.050,99990.200,99990.260,99990.860,99990.400,99990.580,99990.400,99990.250,0.000,0.000,0.000,0.000,0.000,0.000
100187.900,100189.100,100189.100,100189.100,100190.700,100194.000,100194.600,100193.900,0.000,0.000,0.000,0.000,0.000,0.000
100066.600,100069.400,100068.800,100068.800,100071.400,100078.700,100078.300,100078.300,0.000,0.000,0.000,0.000,0.000,0.000
99840.770,99843.590,99844.230,99843.390,99846.980,99857.630,99857.080,99857.610,0.000,0.000,0.000,0.000,0.000,0.000
99878.630,99883.090,99883.440,99883.080,99887.200,99900.210,99899.610,99899.840,0.000,0.000,0.000,0.000,0.000,0.000
100095.400,100100.300,100099.600,100099.800,100104.500,100119.000,100118.700,100119.300,0.000,0.000,0.000,0.000,0.000,0.000
100132.100,100137.100,100137.200,100137.800,100142.500,100157.300,100157.100,100157.400,0.000,0.000,0.000,0.000,0.000,0.000
99968.230,99973.200,99973.950,99973.090,99978.550,99992.950,99993.630,99993.490,0.000,0.000,0.000,0.000,0.000,0.000
99892.410,99897.470,99896.890,99897.030,99901.770,99915.270,99915.690,99915.550,0.000,0.000,0.000,0.000,0.000,0.000
99987.880,99990.940,99991.350,99991.340,99995.050,100006.900,100007.100,100006.700,0.000,0.000,0.000,0.000,0.000,0.000
100054.700,100057.700,100058.600,100057.700,100060.900,100069.600,100069.400,100070.000,0.000,0.000,0.000,0.000,0.000,0.000
100011.900,100013.800,100013.900,100013.700,100016.100,100021.900,100021.600,100021.400,0.000,0.000,0.000,0.000,0.000,0.000
99981.590,99982.600,99982.350,99982.690,99983.130,99985.630,99984.970,99985.320,0.000,0.000,0.000,0.000,0.000,0.000
99998.690,99998.280,99997.840,99998.380,99998.160,99996.090,99995.510,99995.780,0.000,0.000,0.000,0.000,0.000,0.000
99968.660,99966.980,99966.480,99966.950,99964.890,99959.950,99959.520,99959.140,0.000,0.000,0.000,0.000,0.000,0.000
99926.170,99922.980,99922.660,99922.820,99919.740,99911.500,99910.770,99911.520,0.000,0.000,0.000,0.000,0.000,0.000
99993.380,99990.080,99989.550,99990.030,99985.730,99973.980,99973.760,99973.800,0.000,0.000,0.000,0.000,0.000,0.000
100088.700,100083.700,100084.200,100084.300,100079.100,100065.700,100066.000,100065.600,0.000,0.000,0.000,0.000,0.000,0.000
100012.900,100007.800,100007.700,100007.100,100003.000,99987.450,99987.520,99987.440,0.000,0.000,0.000,0.000,0.000,0.000
99849.050,99843.180,99843.770,99843.840,99838.770,99823.990,99823.480,99823.560,0.000,0.000,0.000,0.000,0.000,0.000
99885.760,99880.800,99880.810,99880.650,99876.230,99861.910,99861.630,99861.730,0.000,0.000,0.000,0.000,0.000,0.000
100102.000,100098.300,100098.000,100098.300,100093.200,100081.000,100081.300,100080.800,0.000,0.000,0.000,0.000,0.000,0.000
100141.000,100137.600,100137.200,100137.200,100133.400,100124.000,100124.000,100123.300,0.000,0.000,0.000,0.000,0.000,0.000
99914.650,99911.790,99912.430,99911.870,99909.680,99902.150,99902.270,99902.810,0.000,0.000,0.000,0.000,0.000,0.000
99792.630,99791.750,99791.860,99791.390,99790.370,99787.070,99787.380,99787.070,0.000,0.000,0.000,0.000,0.000,0.000
99990.770,99990.590,99990.640,99990.970,99990.440,99990.230,99990.020,99990.360,0.000,0.000,0.000,0.000,0.000,0.000
100187.600,100188.900,100189.500,100189.400,100190.300,100194.500,100193.900,100194.000,0.000,0.000,0.000,0.000,0.000,0.000
100066.300,100069.400,100068.800,100068.600,100071.300,100078.800,100078.700,100078.400,0.000,0.000,0.000,0.000,0.000,0.000
99840.340,99843.960,99844.200,99843.970,99846.770,99857.800,99857.090,99857.130,0.000,0.000,0.000,0.000,0.000,0.000
99879.380,99883.420,99883.410,99883.230,99887.240,99900.560,99900.420,99900.130,0.000,0.000,0.000,0.000,0.000,0.000
100094.900,100100.000,100099.600,100099.700,100104.600,100119.100,100119.000,100118.600,0.000,0.000,0.000,0.000,0.000,0.000
100132.000,100137.000,100137.700,100137.200,100142.300,100157.800,100157.200,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.220,99973.480,99973.500,99973.770,99978.230,99993.000,99992.960,99993.010,0.000,0.000,0.000,0.000,0.000,0.000
99892.200,99897.300,99897.460,99897.310,99901.260,99915.460,99914.790,99914.940,0.000,0.000,0.000,0.000,0.000,0.000
99987.090,99991.580,99991.620,99991.620,99995.140,100006.400,100007.000,100007.100,0.000,0.000,0.000,0.000,0.000,0.000
100054.800,100058.400,100058.200,100058.600,100060.600,100070.100,100070.100,100070.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100014.200,100014.000,100014.500,100015.900,100021.000,100021.200,100021.900,0.000,0.000,0.000,0.000,0.000,0.000
99981.900,99983.090,99982.460,99982.970,99983.700,99985.590,99984.780,99985.060,0.000,0.000,0.000,0.000,0.000,0.000
99998.450,99998.380,99998.090,99998.540,99997.400,99995.900,99996.040,99996.260,0.000,0.000,0.000,0.000,0.000,0.000
99968.980,99967.100,99967.020,99966.960,99965.300,99959.360,99959.350,99959.380,0.000,0.000,0.000,0.000,0.000,0.000
99926.290,99923.300,99922.710,99922.940,99919.770,99910.840,99911.360,99911.610,0.000,0.000,0.000,0.000,0.000,0.000
99993.410,99989.870,99989.520,99989.630,99986.130,99974.660,99974.640,99973.970,0.000,0.000,0.000,0.000,0.000,0.000
100088.600,100083.600,100084.300,100083.800,100079.400,100066.300,100066.000,100066.100,0.000,0.000,0.000,0.000,0.000,0.000
100012.700,100007.400,100007.100,100007.800,100002.600,99988.040,99987.580,99987.340,0.000,0.000,0.000,0.000,0.000,0.000
99848.700,99844.050,99843.930,99844.080,99838.690,99823.690,99823.200,99823.990,0.000,0.000,0.000,0.000,0.000,0.000
99886.260,99880.960,99880.930,99881.110,99876.080,99861.840,99861.700,99862.370,0.000,0.000,0.000,0.000,0.000,0.000
100102.300,100097.600,100098.200,100097.800,100093.400,100081.300,100081.200,100081.400,0.000,0.000,0.000,0.000,0.000,0.000
100140.300,100137.300,100137.400,100137.600,100133.300,100123.900,100123.500,100123.800,0.000,0.000,0.000,0.000,0.000,0.000
99914.380,99911.850,99912.380,99912.390,99909.200,99902.790,99902.520,99901.980,0.000,0.000,0.000,0.000,0.000,0.000
99792.800,99791.480,99791.940,99791.540,99790.800,99786.630,99786.960,99786.980,0.000,0.000,0.000,0.000,0.000,0.000
99990.370,99990.410,99990.090,99990.160,99990.870,99990.780,99990.680,99990.770,0.000,0.000,0.000,0.000,0.000,0.000
100187.500,100189.500,100189.400,100188.700,100190.700,100193.800,100194.400,100193.600,0.000,0.000,0.000,0.000,0.000,0.000
100067.000,100069.100,100069.500,100069.400,100071.300,100078.300,100078.800,100079.000,0.000,0.000,0.000,0.000,0.000,0.000
99840.480,99843.970,99843.530,99843.490,99846.950,99857.580,99857.220,99857.900,0.000,0.000,0.000,0.000,0.000,0.000
99879.430,99882.800,99883.160,99883.310,99887.700,99899.880,99900.440,99900.300,0.000,0.000,0.000,0.000,0.000,0.000
100095.300,100099.500,100100.200,100099.600,100104.300,100119.100,100118.700,100119.400,0.000,0.000,0.000,0.000,0.000,0.000
100132.200,100137.500,100137.200,100137.000,100142.100,100157.600,100157.100,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.910,99973.340,99973.550,99973.190,99978.450,99993.120,99993.190,99993.180,0.000,0.000,0.000,0.000,0.000,0.000
99892.700,99897.450,99896.690,99897.340,99901.880,99914.910,99914.940,99915.300,0.000,0.000,0.000,0.000,0.000,0.000
99987.760,99991.140,99990.990,99991.060,99995.110,100006.600,100006.900,100007.300,0.000,0.000,0.000,0.000,0.000,0.000
100055.000,100057.900,100058.500,100058.300,100060.900,100069.500,100070.000,100069.600,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100013.900,100014.400,100014.000,100016.200,100021.600,100021.100,100021.200,0.000,0.000,0.000,0.000,0.000,0.000
99982.210,99982.490,99982.880,99982.550,99983.430,99985.300,99984.980,99984.820,0.000,0.000,0.000,0.000,0.000,0.000
99998.770,99998.520,99998.180,99997.800,99997.820,99995.400,99996.110,99995.750,0.000,0.000,0.000,0.000,0.000,0.000
99968.980,99966.960,99967.200,99966.660,99965.100,99959.880,99959.250,99959.500,0.000,0.000,0.000,0.000,0.000,0.000
99925.480,99923.270,99923.300,99922.860,99919.840,99911.400,99911.450,99910.670,0.000,0.000,0.000,0.000,0.000,0.000
99993.010,99989.950,99989.660,99989.200,99985.910,99973.950,99974.090,99974.490,0.000,0.000,0.000,0.000,0.000,0.000
100087.900,100084.200,100083.700,100084.000,100079.600,100066.000,100065.800,100066.000,0.000,0.000,0.000,0.000,0.000,0.000
100012.300,100007.300,100007.700,100007.200,100003.000,99988.300,99988.070,99988.130,0.000,0.000,0.000,0.000,0.000,0.000
99848.200,99843.350,99843.320,99843.840,99838.820,99823.960,99823.890,99823.750,0.000,0.000,0.000,0.000,0.000,0.000
99886.310,99880.990,99881.590,99881.450,99876.440,99862.340,99862.410,99862.070,0.000,0.000,0.000,0.000,0.000,0.000
100101.700,100098.300,100097.500,100098.000,100093.600,100081.000,100081.100,100080.900,0.000,0.000,0.000,0.000,0.000,0.000
100140.500,100136.900,100136.800,100136.700,100134.300,100123.600,100123.100,100123.100,0.000,0.000,0.000,0.000,0.000,0.000
99913.960,99912.190,99912.450,99911.880,99909.090,99902.480,99901.910,99902.020,0.000,0.000,0.000,0.000,0.000,0.000
99792.680,99792.090,99792.030,99791.770,99790.850,99787.130,99786.540,99787.100,0.000,0.000,0.000,0.000,0.000,0.000
99990.560,99990.290,99990.080,99990.950,99990.760,99990.050,99990.320,99990.520,0.000,0.000,0.000,0.000,0.000,0.000
100188.000,100189.400,100189.100,100189.200,100190.700,100194.400,100194.200,100194.000,0.000,0.000,0.000,0.000,0.000,0.000
100066.400,100069.400,100069.300,100069.400,100071.700,100078.600,100078.600,100078.700,0.000,0.000,0.000,0.000,0.000,0.000
99840.730,99843.280,99843.880,99844.020,99847.600,99857.220,99857.670,99857.520,0.000,0.000,0.000,0.000,0.000,0.000
99878.490,99882.980,99883.130,99883.400,99887.400,99899.730,99899.880,99899.610,0.000,0.000,0.000,0.000,0.000,0.000
100095.000,100099.800,100100.200,100099.700,100104.300,100119.000,100118.800,100118.700,0.000,0.000,0.000,0.000,0.000,0.000
100132.000,100137.200,100137.000,100137.700,100141.900,100157.200,100157.800,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.980,99973.590,99973.080,99973.770,99978.380,99993.250,99993.270,99992.980,0.000,0.000,0.000,0.000,0.000,0.000
99892.130,99897.480,99897.130,99897.130,99901.440,99915.610,99915.590,99914.840,0.000,0.000,0.000,0.000,0.000,0.000
99987.630,99991.580,99991.330,99991.160,99995.270,100006.400,100006.600,100006.600,0.000,0.000,0.000,0.000,0.000,0.000
100055.300,100057.900,100058.200,100058.200,100060.700,100070.200,100069.900,100070.100,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100013.900,100014.400,100014.500,100015.500,100021.500,100021.500,100021.800,0.000,0.000,0.000,0.000,0.000,0.000
99982.450,99982.760,99982.470,99982.550,99982.880,99985.600,99984.760,99984.950,0.000,0.000,0.000,0.000,0.000,0.000
99998.860,99997.810,99998.040,99998.130,99998.040,99995.980,99995.920,99996.030,0.000,0.000,0.000,0.000,0.000,0.000
99968.530,99967.140,99966.540,99966.570,99965.530,99960.050,99959.230,99959.210,0.000,0.000,0.000,0.000,0.000,0.000
99925.660,99923.200,99922.580,99922.420,99919.520,99911.600,99910.660,99910.680,0.000,0.000,0.000,0.000,0.000,0.000
99993.050,99989.730,99989.520,99990.100,99986.130,99974.650,99973.980,99974.440,0.000,0.000,0.000,0.000,0.000,0.000
100088.100,100083.800,100083.600,100083.500,100079.500,100065.500,100066.100,100065.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100007.100,100007.600,100007.400,100002.500,99987.780,99988.200,99988.220,0.000,0.000,0.000,0.000,0.000,0.000
99848.490,99843.230,99843.140,99843.370,99838.840,99823.180,99823.340,99823.630,0.000,0.000,0.000,0.000,0.000,0.000
99886.380,99880.840,99880.880,99880.890,99876.160,99862.250,99862.480,99861.930,0.000,0.000,0.000,0.000,0.000,0.000
100102.000,100097.700,100098.200,100097.900,100093.900,100080.500,100080.900,100080.500,0.000,0.000,0.000,0.000,0.000,0.000
100141.100,100137.300,100137.100,100137.700,100133.600,100123.700,100123.600,100123.700,0.000,0.000,0.000,0.000,0.000,0.000
99914.600,99911.970,99912.050,99912.220,99909.970,99901.850,99901.840,99902.030,0.000,0.000,0.000,0.000,0.000,0.000
99792.800,99792.060,99791.480,99791.800,99791.090,99786.960,99786.750,99786.390,0.000,0.000,0.000,0.000,0.000,0.000
99990.230,99990.330,99990.960,99990.060,99990.540,99990.300,99990.090,99990.340,0.000,0.000,0.000,0.000,0.000,0.000
100188.000,100189.600,100188.900,100188.800,100190.500,100193.800,100193.800,100194.000,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100069.100,100069.100,100069.300,100071.000,100078.300,100078.600,100078.600,0.000,0.000,0.000,0.000,0.000,0.000
99840.210,99843.970,99843.640,99843.370,99847.610,99857.020,99857.090,99857.340,0.000,0.000,0.000,0.000,0.000,0.000
99878.630,99883.050,99883.410,99883.660,99887.590,99900.100,99899.660,99900.000,0.000,0.000,0.000,0.000,0.000,0.000
100095.000,100099.600,100099.500,100100.400,100104.900,100119.200,100118.900,100119.400,0.000,0.000,0.000,0.000,0.000,0.000
100132.400,100137.600,100137.700,100137.300,100141.900,100157.400,100157.800,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99969.050,99973.590,99973.720,99973.870,99978.880,99993.660,99993.100,99993.220,0.000,0.000,0.000,0.000,0.000,0.000
99892.880,99897.520,99896.640,99896.910,99901.660,99914.920,99915.410,99914.820,0.000,0.000,0.000,0.000,0.000,0.000
99987.550,99991.000,99991.260,99991.680,99995.710,100006.700,100007.000,100006.800,0.000,0.000,0.000,0.000,0.000,0.000
100054.800,100058.000,100058.200,100057.800,100060.800,100070.100,100069.700,100069.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100014.200,100013.600,100013.700,100016.300,100021.200,100021.400,100021.400,0.000,0.000,0.000,0.000,0.000,0.000
99982.410,99982.800,99982.410,99983.040,99983.630,99984.970,99985.160,99985.020,0.000,0.000,0.000,0.000,0.000,0.000
99998.480,99998.490,99998.630,99998.730,99997.380,99995.450,99995.430,99995.810,0.000,0.000,0.000,0.000,0.000,0.000
99969.150,99966.560,99967.100,99966.940,99964.980,99959.320,99959.340,99959.080,0.000,0.000,0.000,0.000,0.000,0.000
99925.890,99922.850,99923.280,99923.310,99919.630,99911.230,99910.920,99910.920,0.000,0.000,0.000,0.000,0.000,0.000
99993.590,99990.060,99990.090,99989.490,99985.460,99974.540,99974.460,99974.600,0.000,0.000,0.000,0.000,0.000,0.000
100088.900,100083.700,100083.500,100083.900,100079.800,100065.700,100065.600,100065.500,0.000,0.000,0.000,0.000,0.000,0.000
100012.400,100007.500,100007.200,100007.700,100002.600,99988.300,99987.340,99987.900,0.000,0.000,0.000,0.000,0.000,0.000
99848.420,99843.300,99843.410,99843.460,99838.510,99823.690,99823.300,99823.630,0.000,0.000,0.000,0.000,0.000,0.000
99885.810,99881.190,99880.930,99880.900,99876.050,99862.370,99861.930,99861.660,0.000,0.000,0.000,0.000,0.000,0.000
100101.900,100098.100,100097.900,100097.400,100093.200,100081.100,100080.500,100080.500,0.000,0.000,0.000,0.000,0.000,0.000
100140.200,100137.400,100137.200,100137.400,100133.700,100123.600,100123.800,100123.700,0.000,0.000,0.000,0.000,0.000,0.000
99914.800,99911.860,99911.520,99911.470,99909.590,99902.230,99902.340,99902.270,0.000,0.000,0.000,0.000,0.000,0.000
99792.740,99791.980,99791.500,99791.740,99790.240,99786.480,99786.460,99787.090,0.000,0.000,0.000,0.000,0.000,0.000
99990.200,99990.190,99990.320,99990.790,99990.440,99990.900,99990.420,99990.600,0.000,0.000,0.000,0.000,0.000,0.000
100187.500,100188.800,100188.900,100189.400,100190.000,100194.100,100193.800,100194.500,0.000,0.000,0.000,0.000,0.000,0.000
100067.000,100069.200,100068.900,100069.300,100071.600,100078.500,100078.700,100079.100,0.000,0.000,0.000,0.000,0.000,0.000
99840.110,99843.360,99844.240,99843.780,99847.260,99857.650,99857.950,99857.940,0.000,0.000,0.000,0.000,0.000,0.000
99879.010,99883.430,99883.130,99882.840,99887.160,99900.490,99899.790,99899.600,0.000,0.000,0.000,0.000,0.000,0.000
100095.600,100099.800,100100.300,100099.700,100104.300,100119.100,100118.700,100119.000,0.000,0.000,0.000,0.000,0.000,0.000
100132.400,100137.200,100137.400,100137.400,100142.600,100157.100,100156.900,100157.700,0.000,0.000,0.000,0.000,0.000,0.000
99968.790,99973.380,99973.550,99973.360,99978.860,99993.580,99992.700,99993.090,0.000,0.000,0.000,0.000,0.000,0.000
99892.270,99896.900,99896.840,99896.970,99901.200,99915.700,99915.320,99915.650,0.000,0.000,0.000,0.000,0.000,0.000
99987.480,99991.200,99991.700,99991.130,99995.170,100006.400,100007.100,100006.800,0.000,0.000,0.000,0.000,0.000,0.000
