#name: raw data
#device: UH-0000.00.00
#eegchannels: 4
#triggerchannels: 6
#samplingrate: 250
Channel 1,Channel 2,Channel 3,Channel 4,trigger,id,target,nontarget,trial,islast
99914.410,99911.630,99909.560,99901.840,0.000,0.000,0.000,0.000,0.000,0.000
99793.590,99791.740,99790.850,99786.420,0.000,0.000,0.000,0.000,0.000,0.000
99990.000,99990.840,99990.050,99990.430,0.000,0.000,0.000,0.000,0.000,0.000
100187.600,100189.100,100190.400,100194.400,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100069.300,100071.500,100078.300,0.000,0.000,0.000,0.000,0.000,0.000
99840.280,99843.580,99847.430,99857.440,0.000,0.000,0.000,0.000,0.000,0.000
99878.880,99883.320,99887.790,99899.790,0.000,0.000,0.000,0.000,0.000,0.000
100095.600,100100.300,100104.300,100118.700,0.000,0.000,0.000,0.000,0.000,0.000
100132.800,100137.500,100142.600,100157.200,0.000,0.000,0.000,0.000,0.000,0.000
99968.140,99973.600,99978.110,99992.680,0.000,0.000,0.000,0.000,0.000,0.000
99892.520,99897.460,99901.260,99915.060,0.000,0.000,0.000,0.000,0.000,0.000
99987.290,99991.800,99994.870,100007.200,0.000,0.000,0.000,0.000,0.000,0.000
100055.500,100058.300,100061.400,100069.600,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100014.100,100015.500,100021.200,0.000,0.000,0.000,0.000,0.000,0.000
99982.000,99982.230,99983.430,99985.070,0.000,0.000,0.000,0.000,0.000,0.000
99998.920,99998.320,99997.250,99995.340,0.000,0.000,0.000,0.000,0.000,0.000
99968.920,99967.200,99965.100,99959.620,0.000,0.000,0.000,0.000,0.000,0.000
99926.100,99922.540,99920.280,99910.700,0.000,0.000,0.000,0.000,0.000,0.000
99993.550,99989.670,99986.000,99974.300,0.000,0.000,0.000,0.000,0.000,0.000
100088.100,100083.800,100079.100,100065.800,0.000,0.000,0.000,0.000,0.000,0.000
100012.400,100007.900,100002.400,99987.540,0.000,0.000,0.000,0.000,0.000,0.000
99848.230,99844.050,99838.520,99823.530,0.000,0.000,0.000,0.000,0.000,0.000
99885.980,99881.160,99876.830,99862.600,0.000,0.000,0.000,0.000,0.000,0.000
100102.500,100098.100,100093.600,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100140.900,100136.800,100134.000,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.270,99912.040,99909.210,99902.560,0.000,0.000,0.000,0.000,0.000,0.000
99793.530,99792.130,99790.780,99786.710,0.000,0.000,0.000,0.000,0.000,0.000
99990.800,99990.450,99990.030,99990.020,0.000,0.000,0.000,0.000,0.000,0.000
100188.200,100188.800,100190.800,100194.100,0.000,0.000,0.000,0.000,0.000,0.000
100066.300,100069.400,100071.900,100078.900,0.000,0.000,0.000,0.000,0.000,0.000
99840.220,99843.400,99847.650,99857.180,0.000,0.000,0.000,0.000,0.000,0.000
99878.640,99883.510,99886.990,99900.350,0.000,0.000,0.000,0.000,0.000,0.000
100094.700,100100.200,100105.000,100118.500,0.000,0.000,0.000,0.000,0.000,0.000
100132.600,100137.600,100142.000,100157.800,0.000,0.000,0.000,0.000,0.000,0.000
99968.920,99973.630,99978.230,99993.040,0.000,0.000,0.000,0.000,0.000,0.000
99892.380,99896.690,99901.720,99914.850,0.000,0.000,0.000,0.000,0.000,0.000
99987.530,99991.810,99994.950,100007.200,0.000,0.000,0.000,0.000,0.000,0.000
100055.600,100058.600,100061.200,100070.300,0.000,0.000,0.000,0.000,0.000,0.000
100011.900,100014.600,100015.500,100021.200,0.000,0.000,0.000,0.000,0.000,0.000
99982.200,99983.140,99983.390,99984.830,0.000,0.000,0.000,0.000,0.000,0.000
99999.110,99998.680,99997.440,99996.250,0.000,0.000,0.000,0.000,0.000,0.000
99968.880,99967.320,99964.910,99959.100,0.000,0.000,0.000,0.000,0.000,0.000
99925.360,99923.350,99920.200,99911.230,0.000,0.000,0.000,0.000,0.000,0.000
99993.550,99989.670,99985.700,99974.020,0.000,0.000,0.000,0.000,0.000,0.000
100088.500,100084.200,100079.600,100065.500,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100007.200,100002.900,99987.410,0.000,0.000,0.000,0.000,0.000,0.000
99848.230,99844.050,99839.110,99823.880,0.000,0.000,0.000,0.000,0.000,0.000
99886.040,99881.460,99876.170,99862.470,0.000,0.000,0.000,0.000,0.000,0.000
100101.600,100097.500,100093.800,100080.800,0.000,0.000,0.000,0.000,0.000,0.000
100141.000,100137.400,100133.800,100123.600,0.000,0.000,0.000,0.000,0.000,0.000
99914.480,99911.630,99909.900,99902.820,0.000,0.000,0.000,0.000,0.000,0.000
99792.840,99791.490,99790.440,99786.980,0.000,0.000,0.000,0.000,0.000,0.000
99990.540,99990.790,99990.700,99990.800,0.000,0.000,0.000,0.000,0.000,0.000
100187.600,100189.000,100190.400,100194.100,0.000,0.000,0.000,0.000,0.000,0.000
100066.200,100068.700,100071.800,100078.900,0.000,0.000,0.000,0.000,0.000,0.000
99840.750,99843.850,99847.070,99857.130,0.000,0.000,0.000,0.000,0.000,0.000
99879.130,99883.560,99887.450,99899.990,0.000,0.000,0.000,0.000,0.000,0.000
100095.500,100099.400,100104.600,100119.300,0.000,0.000,0.000,0.000,0.000,0.000
100132.200,100137.000,100142.500,100157.300,0.000,0.000,0.000,0.000,0.000,0.000
99968.500,99973.880,99978.800,99992.680,0.000,0.000,0.000,0.000,0.000,0.000
99892.710,99897.020,99901.340,99915.580,0.000,0.000,0.000,0.000,0.000,0.000
99987.170,99991.390,99995.390,100007.000,0.000,0.000,0.000,0.000,0.000,0.000
100055.300,100057.800,100060.900,100070.000,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100014.400,100016.100,100021.000,0.000,0.000,0.000,0.000,0.000,0.000
99982.370,99982.870,99983.170,99985.060,0.000,0.000,0.000,0.000,0.000,0.000
99999.020,99998.700,99997.880,99995.800,0.000,0.000,0.000,0.000,0.000,0.000
99968.540,99967.180,99965.080,99959.150,0.000,0.000,0.000,0.000,0.000,0.000
99926.030,99922.480,99919.540,99910.860,0.000,0.000,0.000,0.000,0.000,0.000
99993.290,99989.930,99985.330,99974.220,0.000,0.000,0.000,0.000,0.000,0.000
100088.300,100083.900,100078.900,100065.400,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100007.800,100002.800,99987.980,0.000,0.000,0.000,0.000,0.000,0.000
99848.800,99844.020,99838.270,99823.620,0.000,0.000,0.000,0.000,0.000,0.000
99885.820,99881.240,99876.520,99862.330,0.000,0.000,0.000,0.000,0.000,0.000
100102.000,100097.800,100093.500,100081.100,0.000,0.000,0.000,0.000,0.000,0.000
100140.800,100137.400,100133.900,100123.400,0.000,0.000,0.000,0.000,0.000,0.000
99913.880,99912.030,99909.090,99902.420,0.000,0.000,0.000,0.000,0.000,0.000
99792.750,99791.490,99790.410,99787.370,0.000,0.000,0.000,0.000,0.000,0.000
99990.770,99990.170,99990.630,99990.270,0.000,0.000,0.000,0.000,0.000,0.000
100188.000,100188.800,100190.000,100194.400,0.000,0.000,0.000,0.000,0.000,0.000
100066.300,100068.600,100071.800,100078.500,0.000,0.000,0.000,0.000,0.000,0.000
99840.450,99843.290,99847.330,99857.030,0.000,0.000,0.000,0.000,0.000,0.000
99878.880,99883.050,99887.620,99900.400,0.000,0.000,0.000,0.000,0.000,0.000
100095.000,100099.700,100105.000,100119.100,0.000,0.000,0.000,0.000,0.000,0.000
100132.800,100137.600,100142.000,100157.500,0.000,0.000,0.000,0.000,0.000,0.000
99968.900,99973.190,99978.450,99993.230,0.000,0.000,0.000,0.000,0.000,0.000
99892.700,99896.780,99901.840,99914.980,0.000,0.000,0.000,0.000,0.000,0.000
99988.020,99991.270,99994.840,100006.600,0.000,0.000,0.000,0.000,0.000,0.000
100055.000,100058.200,100061.100,100070.000,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100013.800,100016.200,100021.900,0.000,0.000,0.000,0.000,0.000,0.000
99982.500,99983.160,99983.010,99985.500,0.000,0.000,0.000,0.000,0.000,0.000
99998.850,99998.270,99997.750,99995.700,0.000,0.000,0.000,0.000,0.000,0.000
99968.600,99967.330,99964.910,99960.020,0.000,0.000,0.000,0.000,0.000,0.000
99925.390,99922.890,99919.470,99911.640,0.000,0.000,0.000,0.000,0.000,0.000
99993.520,99989.370,99986.020,99974.160,0.000,0.000,0.000,0.000,0.000,0.000
100088.200,100083.800,100078.900,100065.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100007.400,100002.500,99988.090,0.000,0.000,0.000,0.000,0.000,0.000
99848.900,99843.320,99838.970,99823.880,0.000,0.000,0.000,0.000,0.000,0.000
99886.280,99880.780,99876.590,99862.430,0.000,0.000,0.000,0.000,0.000,0.000
100102.500,100098.000,100093.200,100080.600,0.000,0.000,0.000,0.000,0.000,0.000
100140.700,100137.000,100134.200,100123.100,0.000,0.000,0.000,0.000,0.000,0.000
99913.930,99911.600,99909.320,99902.710,0.000,0.000,0.000,0.000,0.000,0.000
99793.230,99791.930,99790.190,99787.000,0.000,0.000,0.000,0.000,0.000,0.000
99990.450,99990.300,99990.660,99990.550,0.000,0.000,0.000,0.000,0.000,0.000
100188.300,100188.800,100190.400,100193.600,0.000,0.000,0.000,0.000,0.000,0.000
100066.200,100069.400,100071.600,100078.300,0.000,0.000,0.000,0.000,0.000,0.000
99839.900,99843.880,99846.740,99857.840,0.000,0.000,0.000,0.000,0.000,0.000
99879.230,99882.880,99886.920,99900.410,0.000,0.000,0.000,0.000,0.000,0.000
100094.700,100100.000,100105.000,100118.400,0.000,0.000,0.000,0.000,0.000,0.000
100132.400,100136.900,100142.900,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.240,99973.590,99978.090,99992.900,0.000,0.000,0.000,0.000,0.000,0.000
99892.230,99896.850,99901.410,99915.300,0.000,0.000,0.000,0.000,0.000,0.000
99987.530,99991.060,99995.690,100007.100,0.000,0.000,0.000,0.000,0.000,0.000
100054.800,100057.700,100060.700,100070.100,0.000,0.000,0.000,0.000,0.000,0.000
100012.400,100014.400,100015.400,100021.400,0.000,0.000,0.000,0.000,0.000,0.000
99981.660,99982.580,99982.950,99985.160,0.000,0.000,0.000,0.000,0.000,0.000
99998.980,99998.030,99997.660,99996.130,0.000,0.000,0.000,0.000,0.000,0.000
99968.700,99967.030,99964.670,99959.920,0.000,0.000,0.000,0.000,0.000,0.000
99925.520,99922.810,99920.380,99911.110,0.000,0.000,0.000,0.000,0.000,0.000
99993.640,99989.520,99986.250,99974.530,0.000,0.000,0.000,0.000,0.000,0.000
100088.300,100083.900,100079.300,100065.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100007.100,100002.700,99987.350,0.000,0.000,0.000,0.000,0.000,0.000
99848.600,99843.220,99838.510,99823.810,0.000,0.000,0.000,0.000,0.000,0.000
99886.370,99881.160,99875.920,99862.350,0.000,0.000,0.000,0.000,0.000,0.000
100102.000,100098.000,100093.800,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100140.900,100137.200,100133.500,100123.900,0.000,0.000,0.000,0.000,0.000,0.000
99913.960,99911.550,99909.710,99902.600,0.000,0.000,0.000,0.000,0.000,0.000
99792.780,99792.020,99790.220,99786.650,0.000,0.000,0.000,0.000,0.000,0.000
99990.800,99990.200,99990.100,99990.600,0.000,0.000,0.000,0.000,0.000,0.000
100188.400,100189.200,100190.100,100194.000,0.000,0.000,0.000,0.000,0.000,0.000
100066.700,100069.000,100071.300,100078.500,0.000,0.000,0.000,0.000,0.000,0.000
99840.060,99843.700,99847.560,99857.600,0.000,0.000,0.000,0.000,0.000,0.000
99878.830,99882.870,99886.940,99900.550,0.000,0.000,0.000,0.000,0.000,0.000
100095.400,100099.500,100104.200,100119.300,0.000,0.000,0.000,0.000,0.000,0.000
100132.200,100137.400,100142.400,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.640,99973.910,99978.800,99993.520,0.000,0.000,0.000,0.000,0.000,0.000
99892.110,99896.740,99901.990,99915.510,0.000,0.000,0.000,0.000,0.000,0.000
99987.450,99991.330,99995.490,100007.200,0.000,0.000,0.000,0.000,0.000,0.000
100055.100,100057.900,100060.900,100069.600,0.000,0.000,0.000,0.000,0.000,0.000
100011.800,100014.400,100016.100,100021.600,0.000,0.000,0.000,0.000,0.000,0.000
99981.800,99982.220,99983.240,99984.710,0.000,0.000,0.000,0.000,0.000,0.000
99999.050,99997.920,99997.700,99996.010,0.000,0.000,0.000,0.000,0.000,0.000
99968.370,99966.630,99964.880,99959.550,0.000,0.000,0.000,0.000,0.000,0.000
99925.390,99922.480,99920.330,99911.350,0.000,0.000,0.000,0.000,0.000,0.000
99993.580,99989.600,99985.580,99973.800,0.000,0.000,0.000,0.000,0.000,0.000
100088.500,100083.500,100079.100,100066.200,0.000,0.000,0.000,0.000,0.000,0.000
100012.300,100007.100,100002.500,99987.770,0.000,0.000,0.000,0.000,0.000,0.000
99848.860,99843.930,99838.920,99823.630,0.000,0.000,0.000,0.000,0.000,0.000
99886.210,99881.470,99876.790,99862.120,0.000,0.000,0.000,0.000,0.000,0.000
100102.000,100098.200,100093.300,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100140.800,100136.900,100134.000,100123.300,0.000,0.000,0.000,0.000,0.000,0.000
99914.020,99911.730,99909.900,99902.240,0.000,0.000,0.000,0.000,0.000,0.000
99793.030,99791.980,99790.780,99787.010,0.000,0.000,0.000,0.000,0.000,0.000
99990.520,99990.560,99990.080,99990.130,0.000,0.000,0.000,0.000,0.000,0.000
100188.200,100189.100,100190.500,100194.100,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100068.600,100071.900,100078.500,0.000,0.000,0.000,0.000,0.000,0.000
99840.230,99844.070,99847.340,99857.160,0.000,0.000,0.000,0.000,0.000,0.000
99878.630,99883.050,99887.140,99900.340,0.000,0.000,0.000,0.000,0.000,0.000
100094.900,100099.800,100104.600,100118.800,0.000,0.000,0.000,0.000,0.000,0.000
100132.300,100137.900,100142.600,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.410,99973.100,99977.960,99992.810,0.000,0.000,0.000,0.000,0.000,0.000
99892.250,99896.800,99902.100,99914.980,0.000,0.000,0.000,0.000,0.000,0.000
99987.790,99991.670,99995.450,100007.300,0.000,0.000,0.000,0.000,0.000,0.000
100054.900,100058.300,100060.800,100069.900,0.000,0.000,0.000,0.000,0.000,0.000
100011.900,100014.000,100016.300,100021.300,0.000,0.000,0.000,0.000,0.000,0.000
99982.200,99982.840,99983.090,99984.780,0.000,0.000,0.000,0.000,0.000,0.000
99998.810,99998.700,99997.520,99995.380,0.000,0.000,0.000,0.000,0.000,0.000
99968.310,99967.050,99965.310,99959.860,0.000,0.000,0.000,0.000,0.000,0.000
99926.060,99922.840,99919.660,99911.220,0.000,0.000,0.000,0.000,0.000,0.000
99993.030,99989.950,99985.390,99973.910,0.000,0.000,0.000,0.000,0.000,0.000
100088.800,100083.800,100079.300,100065.700,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100007.200,100002.500,99987.870,0.000,0.000,0.000,0.000,0.000,0.000
99848.290,99843.130,99838.410,99823.150,0.000,0.000,0.000,0.000,0.000,0.000
99885.550,99881.060,99876.400,99862.270,0.000,0.000,0.000,0.000,0.000,0.000
100102.300,100098.300,100093.800,100080.700,0.000,0.000,0.000,0.000,0.000,0.000
100141.000,100137.600,100133.500,100123.200,0.000,0.000,0.000,0.000,0.000,0.000
99913.930,99912.380,99909.310,99902.660,0.000,0.000,0.000,0.000,0.000,0.000
99793.130,99792.030,99790.550,99786.720,0.000,0.000,0.000,0.000,0.000,0.000
99990.270,99990.620,99990.480,99990.230,0.000,0.000,0.000,0.000,0.000,0.000
100187.600,100189.500,100190.300,100193.800,0.000,0.000,0.000,0.000,0.000,0.000
100066.500,100069.400,100071.900,100078.200,0.000,0.000,0.000,0.000,0.000,0.000
99840.180,99843.990,99847.310,99857.230,0.000,0.000,0.000,0.000,0.000,0.000
99879.380,99883.230,99887.670,99899.700,0.000,0.000,0.000,0.000,0.000,0.000
100094.700,100100.200,100104.500,100119.400,0.000,0.000,0.000,0.000,0.000,0.000
100132.100,100137.200,100142.200,100157.600,0.000,0.000,0.000,0.000,0.000,0.000
99969.110,99973.690,99977.950,99993.200,0.000,0.000,0.000,0.000,0.000,0.000
99892.680,99897.570,99901.870,99915.260,0.000,0.000,0.000,0.000,0.000,0.000
99987.980,99991.180,99995.220,100007.200,0.000,0.000,0.000,0.000,0.000,0.000
100055.200,100058.200,100061.400,100069.400,0.000,0.000,0.000,0.000,0.000,0.000
100012.700,100013.800,100016.200,100021.300,0.000,0.000,0.000,0.000,0.000,0.000
99981.870,99983.180,99983.750,99985.700,0.000,0.000,0.000,0.000,0.000,0.000
99999.340,99998.110,99997.410,99995.700,0.000,0.000,0.000,0.000,0.000,0.000
99968.500,99966.910,99964.630,99959.920,0.000,0.000,0.000,0.000,0.000,0.000
99925.910,99923.120,99919.620,99911.400,0.000,0.000,0.000,0.000,0.000,0.000
99993.770,99989.500,99985.710,99974.100,0.000,0.000,0.000,0.000,0.000,0.000
100087.900,100083.500,100079.200,100065.900,0.000,0.000,0.000,0.000,0.000,0.000
100011.900,100007.800,100002.700,99987.810,0.000,0.000,0.000,0.000,0.000,0.000
99848.130,99843.470,99838.160,99824.140,0.000,0.000,0.000,0.000,0.000,0.000
99885.910,99881.620,99876.300,99861.630,0.000,0.000,0.000,0.000,0.000,0.000
100102.300,100097.300,100093.700,100080.700,0.000,0.000,0.000,0.000,0.000,0.000
100140.900,100137.100,100133.600,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.120,99912.090,99909.410,99902.630,0.000,0.000,0.000,0.000,0.000,0.000
99793.050,99791.460,99790.340,99786.960,0.000,0.000,0.000,0.000,0.000,0.000
99990.730,99990.390,99990.320,99990.200,0.000,0.000,0.000,0.000,0.000,0.000
100188.000,100188.900,100190.800,100193.700,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100069.300,100071.300,100079.100,0.000,0.000,0.000,0.000,0.000,0.000
99840.290,99843.320,99847.010,99857.530,0.000,0.000,0.000,0.000,0.000,0.000
99878.760,99882.820,99886.910,99900.360,0.000,0.000,0.000,0.000,0.000,0.000
100095.400,100099.600,100104.800,100119.100,0.000,0.000,0.000,0.000,0.000,0.000
100132.700,100137.800,100142.300,100157.300,0.000,0.000,0.000,0.000,0.000,0.000
99968.590,99973.840,99977.980,99993.600,0.000,0.000,0.000,0.000,0.000,0.000
99892.230,99897.090,99901.410,99914.850,0.000,0.000,0.000,0.000,0.000,0.000
99987.700,99991.110,99995.110,100006.700,0.000,0.000,0.000,0.000,0.000,0.000
100054.700,100058.100,100061.100,100070.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.700,100014.000,100015.400,100021.100,0.000,0.000,0.000,0.000,0.000,0.000
99981.880,99982.980,99983.340,99985.030,0.000,0.000,0.000,0.000,0.000,0.000
99998.520,99998.230,99997.960,99995.840,0.000,0.000,0.000,0.000,0.000,0.000
99968.970,99967.060,99965.010,99959.840,0.000,0.000,0.000,0.000,0.000,0.000
99926.270,99922.910,99920.080,99911.540,0.000,0.000,0.000,0.000,0.000,0.000
99993.680,99989.580,99986.000,99974.690,0.000,0.000,0.000,0.000,0.000,0.000
100088.700,100083.600,100079.800,100065.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100007.500,100002.800,99987.570,0.000,0.000,0.000,0.000,0.000,0.000
99848.720,99843.840,99838.860,99823.500,0.000,0.000,0.000,0.000,0.000,0.000
99886.240,99880.810,99876.010,99862.300,0.000,0.000,0.000,0.000,0.000,0.000
100101.800,100098.000,100093.900,100081.100,0.000,0.000,0.000,0.000,0.000,0.000
100140.800,100137.500,100133.800,100123.100,0.000,0.000,0.000,0.000,0.000,0.000
99914.670,99912.060,99909.570,99902.400,0.000,0.000,0.000,0.000,0.000,0.000
99793.520,99792.030,99790.360,99786.870,0.000,0.000,0.000,0.000,0.000,0.000
99990.700,99990.020,99990.390,99990.110,0.000,0.000,0.000,0.000,0.000,0.000
100188.300,100189.100,100190.400,100194.100,0.000,0.000,0.000,0.000,0.000,0.000
100066.900,100069.100,100071.900,100079.100,0.000,0.000,0.000,0.000,0.000,0.000
99840.730,99843.340,99847.600,99857.700,0.000,0.000,0.000,0.000,0.000,0.000
99878.840,99883.620,99887.500,99900.560,0.000,0.000,0.000,0.000,0.000,0.000
100095.300,100099.400,100104.400,100118.500,0.000,0.000,0.000,0.000,0.000,0.000
100132.700,100137.800,100142.100,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.160,99973.160,99978.270,99993.620,0.000,0.000,0.000,0.000,0.000,0.000
99892.590,99896.880,99901.800,99915.550,0.000,0.000,0.000,0.000,0.000,0.000
99987.830,99990.910,99995.550,100007.100,0.000,0.000,0.000,0.000,0.000,0.000
100054.800,100057.900,100061.500,100069.500,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100014.000,100015.500,100021.700,0.000,0.000,0.000,0.000,0.000,0.000
99982.260,99982.980,99983.020,99985.700,0.000,0.000,0.000,0.000,0.000,0.000
99998.510,99998.050,99998.020,99995.960,0.000,0.000,0.000,0.000,0.000,0.000
99968.980,99966.730,99964.930,99960.050,0.000,0.000,0.000,0.000,0.000,0.000
99925.530,99922.800,99919.950,99911.260,0.000,0.000,0.000,0.000,0.000,0.000
99993.180,99990.100,99985.740,99974.340,0.000,0.000,0.000,0.000,0.000,0.000
100088.300,100083.500,100079.800,100065.600,0.000,0.000,0.000,0.000,0.000,0.000
100012.000,100007.700,100002.900,99987.660,0.000,0.000,0.000,0.000,0.000,0.000
99848.160,99843.300,99838.410,99823.450,0.000,0.000,0.000,0.000,0.000,0.000
99886.140,99881.170,99876.350,99861.880,0.000,0.000,0.000,0.000,0.000,0.000
100102.500,100097.700,100093.900,100080.700,0.000,0.000,0.000,0.000,0.000,0.000
100140.600,100137.700,100133.400,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.550,99912.300,99909.730,99902.600,0.000,0.000,0.000,0.000,0.000,0.000
99793.420,99791.730,99791.030,99787.190,0.000,0.000,0.000,0.000,0.000,0.000
99990.990,99990.490,99990.300,99990.600,0.000,0.000,0.000,0.000,0.000,0.000
100188.200,100189.500,100190.800,100194.000,0.000,0.000,0.000,0.000,0.000,0.000
100066.600,100069.100,100071.600,100078.700,0.000,0.000,0.000,0.000,0.000,0.000
99839.850,99843.320,99846.910,99857.590,0.000,0.000,0.000,0.000,0.000,0.000
99879.380,99882.890,99887.590,99900.450,0.000,0.000,0.000,0.000,0.000,0.000
100094.700,100099.600,100104.400,100118.800,0.000,0.000,0.000,0.000,0.000,0.000
100132.900,100137.300,100142.600,100157.100,0.000,0.000,0.000,0.000,0.000,0.000
99968.180,99973.080,99978.450,99993.360,0.000,0.000,0.000,0.000,0.000,0.000
99892.370,99897.120,99901.450,99914.980,0.000,0.000,0.000,0.000,0.000,0.000
99987.270,99991.760,99995.200,100006.400,0.000,0.000,0.000,0.000,0.000,0.000
100055.100,100058.100,100061.300,100070.200,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100014.200,100015.900,100021.600,0.000,0.000,0.000,0.000,0.000,0.000
99982.190,99982.230,99983.690,99985.320,0.000,0.000,0.000,0.000,0.000,0.000
99999.120,99997.840,99997.840,99996.040,0.000,0.000,0.000,0.000,0.000,0.000
99968.530,99967.280,99965.230,99959.420,0.000,0.000,0.000,0.000,0.000,0.000
99925.510,99923.010,99919.760,99911.040,0.000,0.000,0.000,0.000,0.000,0.000
99992.970,99990.050,99985.520,99974.220,0.000,0.000,0.000,0.000,0.000,0.000
100088.700,100084.300,100079.300,100065.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100007.500,100002.500,99987.950,0.000,0.000,0.000,0.000,0.000,0.000
99848.550,99843.450,99838.190,99823.510,0.000,0.000,0.000,0.000,0.000,0.000
99886.370,99880.690,99876.540,99861.640,0.000,0.000,0.000,0.000,0.000,0.000
100101.700,100098.200,100094.100,100080.700,0.000,0.000,0.000,0.000,0.000,0.000
100141.000,100137.300,100133.300,100123.400,0.000,0.000,0.000,0.000,0.000,0.000
99914.100,99911.550,99909.980,99902.690,0.000,0.000,0.000,0.000,0.000,0.000
99792.820,99791.770,99791.010,99786.830,0.000,0.000,0.000,0.000,0.000,0.000
99990.350,99990.960,99990.870,99990.650,0.000,0.000,0.000,0.000,0.000,0.000
100188.000,100189.500,100190.800,100193.700,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100068.600,100071.300,100079.100,0.000,0.000,0.000,0.000,0.000,0.000
99840.630,99843.550,99847.060,99857.060,0.000,0.000,0.000,0.000,0.000,0.000
99879.410,99882.950,99887.120,99899.680,0.000,0.000,0.000,0.000,0.000,0.000
100095.600,100099.400,100104.800,100118.600,0.000,0.000,0.000,0.000,0.000,0.000
100132.900,100136.900,100142.700,100157.500,0.000,0.000,0.000,0.000,0.000,0.000
99968.770,99973.570,99978.350,99992.700,0.000,0.000,0.000,0.000,0.000,0.000
99892.530,99897.250,99901.160,99914.730,0.000,0.000,0.000,0.000,0.000,0.000
99987.230,99990.910,99995.140,100006.700,0.000,0.000,0.000,0.000,0.000,0.000
100054.700,100058.500,100061.100,100070.100,0.000,0.000,0.000,0.000,0.000,0.000
100012.000,100013.600,100016.000,100021.900,0.000,0.000,0.000,0.000,0.000,0.000
99982.290,99983.020,99983.750,99985.660,0.000,0.000,0.000,0.000,0.000,0.000
99998.630,99998.590,99997.660,99995.620,0.000,0.000,0.000,0.000,0.000,0.000
