#name: raw data
#device: UN-0000.00.00
#eegchannels: 8
#triggerchannels: 6
#samplingrate: 250
Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,trigger,id,target,nontarget,trial,islast
100054.900,100057.800,100058.000,100057.600,100061.100,100069.600,100069.500,100070.200,0.000,0.000,0.000,0.000,0.000,0.000
100011.800,100014.600,100014.100,100014.400,100015.500,100021.300,100021.400,100021.000,0.000,0.000,0.000,0.000,0.000,0.000
99981.700,99982.660,99982.800,99983.090,99983.370,99984.710,99985.350,99984.780,0.000,0.000,0.000,0.000,0.000,0.000
99998.700,99998.670,99998.770,99998.170,99997.210,99995.740,99996.060,99995.410,0.000,0.000,0.000,0.000,0.000,0.000
99968.590,99966.570,99966.590,99967.410,99964.730,99959.450,99959.740,99959.410,0.000,0.000,0.000,0.000,0.000,0.000
99925.520,99923.030,99923.060,99922.590,99919.840,99910.860,99911.530,99910.700,0.000,0.000,0.000,0.000,0.000,0.000
99993.310,99989.180,99989.910,99989.520,99985.570,99974.460,99974.480,99973.900,0.000,0.000,0.000,0.000,0.000,0.000
100088.400,100083.700,100084.100,100084.000,100079.200,100066.000,100066.100,100065.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100007.400,100007.500,100007.900,100002.300,99987.840,99988.270,99988.050,0.000,0.000,0.000,0.000,0.000,0.000
99848.880,99843.360,99843.810,99844.020,99838.470,99823.610,99823.850,99823.210,0.000,0.000,0.000,0.000,0.000,0.000
99886.380,99881.550,99880.660,99881.610,99876.520,99861.980,99862.430,99862.180,0.000,0.000,0.000,0.000,0.000,0.000
100101.900,100098.300,100097.800,100098.100,100093.700,100080.500,100080.500,100080.900,0.000,0.000,0.000,0.000,0.000,0.000
100141.000,100136.800,100137.700,100137.700,100134.000,100124.000,100123.900,100123.900,0.000,0.000,0.000,0.000,0.000,0.000
99913.990,99911.530,99912.090,99911.520,99909.110,99902.690,99902.670,99901.890,0.000,0.000,0.000,0.000,0.000,0.000
99793.230,99792.060,99792.020,99791.740,99790.840,99787.230,99787.310,99787.220,0.000,0.000,0.000,0.000,0.000,0.000
99990.570,99990.920,99990.560,99990.230,99990.050,99990.130,99990.100,99990.730,0.000,0.000,0.000,0.000,0.000,0.000
100187.600,100188.900,100188.800,100188.900,100190.400,100194.300,100194.000,100193.700,0.000,0.000,0.000,0.000,0.000,0.000
100066.200,100068.700,100069.400,100069.100,100071.700,100078.900,100078.700,100078.700,0.000,0.000,0.000,0.000,0.000,0.000
99839.980,99843.660,99843.450,99844.190,99847.060,99857.630,99857.670,99857.910,0.000,0.000,0.000,0.000,0.000,0.000
99878.630,99882.840,99883.100,99883.480,99887.300,99900.170,99900.370,99900.570,0.000,0.000,0.000,0.000,0.000,0.000
100095.600,100100.300,100100.200,100100.200,100104.900,100119.000,100119.000,100119.300,0.000,0.000,0.000,0.000,0.000,0.000
100132.300,100137.500,100137.200,100137.400,100142.900,100157.200,100156.900,100157.700,0.000,0.000,0.000,0.000,0.000,0.000
99968.520,99973.090,99973.130,99973.680,99978.880,99992.850,99993.040,99993.190,0.000,0.000,0.000,0.000,0.000,0.000
99892.640,99896.770,99896.720,99896.940,99901.450,99915.270,99915.380,99915.200,0.000,0.000,0.000,0.000,0.000,0.000
99987.430,99991.760,99991.490,99991.720,99995.620,100007.000,100007.100,100006.900,0.000,0.000,0.000,0.000,0.000,0.000
100055.500,100057.900,100058.200,100058.400,100060.900,100069.500,100070.300,100070.200,0.000,0.000,0.000,0.000,0.000,0.000
100011.800,100014.200,100014.000,100013.900,100015.900,100021.100,100021.000,100021.700,0.000,0.000,0.000,0.000,0.000,0.000
99982.120,99982.570,99982.450,99982.800,99983.310,99984.980,99985.300,99985.530,0.000,0.000,0.000,0.000,0.000,0.000
99999.350,99998.610,99997.930,99997.910,99997.900,99995.550,99996.220,99995.970,0.000,0.000,0.000,0.000,0.000,0.000
99968.550,99966.970,99967.270,99967.070,99965.200,99959.650,99959.200,99959.410,0.000,0.000,0.000,0.000,0.000,0.000
99925.520,99922.690,99922.670,99923.120,99919.630,99910.990,99911.630,99910.900,0.000,0.000,0.000,0.000,0.000,0.000
99993.780,99989.930,99989.410,99989.630,99985.740,99973.870,99973.780,99974.230,0.000,0.000,0.000,0.000,0.000,0.000
100088.600,100084.100,100084.200,100083.900,100078.900,100066.200,100065.400,100066.100,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100007.700,100007.000,100007.900,100002.400,99987.730,99987.500,99988.280,0.000,0.000,0.000,0.000,0.000,0.000
99848.340,99844.000,99843.540,99843.300,99838.130,99824.040,99823.810,99823.740,0.000,0.000,0.000,0.000,0.000,0.000
99886.210,99881.510,99880.920,99881.550,99876.840,99862.020,99861.800,99861.740,0.000,0.000,0.000,0.000,0.000,0.000
100102.000,100097.600,100098.300,100098.200,100093.800,100081.000,100080.700,100080.700,0.000,0.000,0.000,0.000,0.000,0.000
100140.400,100137.200,100136.800,100137.200,100133.600,100123.100,100124.000,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.510,99911.800,99911.750,99912.050,99909.780,99902.710,99902.360,99902.630,0.000,0.000,0.000,0.000,0.000,0.000
99792.690,99791.620,99792.090,99791.540,99790.700,99786.550,99787.200,99786.650,0.000,0.000,0.000,0.000,0.000,0.000
99990.520,99990.900,99990.490,99990.980,99990.450,99990.300,99990.220,99990.660,0.000,0.000,0.000,0.000,0.000,0.000
100188.000,100188.800,100189.600,100189.200,100190.700,100193.800,100193.900,100194.400,0.000,0.000,0.000,0.000,0.000,0.000
100067.100,100069.400,100068.800,100069.200,100071.100,100078.800,100078.600,100078.800,0.000,0.000,0.000,0.000,0.000,0.000
99840.630,99843.420,99844.050,99843.730,99847.520,99857.080,99857.670,99856.980,0.000,0.000,0.000,0.000,0.000,0.000
99879.130,99883.470,99883.620,99883.090,99887.450,99900.550,99900.530,99899.910,0.000,0.000,0.000,0.000,0.000,0.000
100094.700,100100.000,100099.400,100100.000,100105.000,100118.400,100119.400,100119.300,0.000,0.000,0.000,0.000,0.000,0.000
100132.900,100137.800,100137.100,100137.600,100142.800,100157.000,100157.000,100157.800,0.000,0.000,0.000,0.000,0.000,0.000
99968.610,99973.940,99973.230,99973.320,99978.450,99993.410,99993.510,99993.140,0.000,0.000,0.000,0.000,0.000,0.000
99892.520,99897.580,99897.470,99896.680,99901.430,99915.590,99914.980,99915.670,0.000,0.000,0.000,0.000,0.000,0.000
99987.970,99991.820,99991.380,99991.390,99995.340,100007.100,100007.000,100007.100,0.000,0.000,0.000,0.000,0.000,0.000
100054.900,100058.500,100058.100,100058.500,100061.400,100069.400,100069.500,100069.800,0.000,0.000,0.000,0.000,0.000,0.000
100012.400,100013.600,100014.500,100014.200,100016.200,100021.600,100021.800,100021.300,0.000,0.000,0.000,0.000,0.000,0.000
99982.360,99982.740,99982.380,99983.130,99982.990,99985.610,99985.290,99984.800,0.000,0.000,0.000,0.000,0.000,0.000
99999.090,99998.090,99998.550,99998.750,99997.860,99995.920,99995.600,99995.970,0.000,0.000,0.000,0.000,0.000,0.000
99968.480,99966.850,99966.510,99967.000,99964.820,99959.990,99959.650,99959.450,0.000,0.000,0.000,0.000,0.000,0.000
99926.160,99922.790,99922.820,99922.680,99920.430,99911.290,99910.830,99910.910,0.000,0.000,0.000,0.000,0.000,0.000
99993.070,99989.230,99989.840,99989.180,99985.910,99974.470,99974.310,99974.020,0.000,0.000,0.000,0.000,0.000,0.000
100088.300,100083.800,100083.600,100084.000,100079.100,100065.500,100066.100,100065.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100007.200,100007.400,100007.300,100002.600,99987.580,99987.470,99988.180,0.000,0.000,0.000,0.000,0.000,0.000
99849.050,99843.900,99843.220,99843.890,99838.600,99823.450,99823.280,99823.170,0.000,0.000,0.000,0.000,0.000,0.000
99885.500,99881.130,99881.480,99881.200,99876.790,99861.850,99861.640,99862.060,0.000,0.000,0.000,0.000,0.000,0.000
100102.400,100098.100,100097.500,100098.100,100093.800,100080.400,100080.500,100081.100,0.000,0.000,0.000,0.000,0.000,0.000
100140.800,100137.100,100137.300,100137.500,100133.500,100123.900,100123.700,100123.900,0.000,0.000,0.000,0.000,0.000,0.000
99914.840,99912.330,99911.580,99912.320,99909.700,99902.660,99902.660,99901.880,0.000,0.000,0.000,0.000,0.000,0.000
99792.880,99791.580,99791.830,99792.140,99790.450,99786.590,99786.480,99786.840,0.000,0.000,0.000,0.000,0.000,0.000
99990.200,99990.950,99990.520,99990.810,99990.020,99990.300,99990.160,99990.950,0.000,0.000,0.000,0.000,0.000,0.000
100188.100,100189.100,100188.800,100188.700,100190.600,100194.000,100194.400,100193.900,0.000,0.000,0.000,0.000,0.000,0.000
100066.900,100068.500,100069.100,100068.600,100071.100,100078.400,100079.000,100079.200,0.000,0.000,0.000,0.000,0.000,0.000
99840.790,99843.450,99843.830,99843.730,99847.220,99857.290,99857.270,99857.350,0.000,0.000,0.000,0.000,0.000,0.000
99878.780,99882.810,99883.230,99882.960,99887.230,99900.450,99900.400,99900.250,0.000,0.000,0.000,0.000,0.000,0.000
100095.300,100099.500,100099.600,100099.600,100104.800,100119.100,100118.700,100119.300,0.000,0.000,0.000,0.000,0.000,0.000
100132.300,100137.100,100137.900,100137.200,100142.500,100156.900,100157.200,100156.900,0.000,0.000,0.000,0.000,0.000,0.000
99968.270,99973.560,99973.890,99973.880,99978.680,99993.370,99993.080,99993.020,0.000,0.000,0.000,0.000,0.000,0.000
99892.250,99897.400,99897.380,99897.230,99902.010,99915.230,99915.660,99915.660,0.000,0.000,0.000,0.000,0.000,0.000
99987.220,99991.810,99991.230,99991.840,99995.730,100006.900,100006.600,100006.500,0.000,0.000,0.000,0.000,0.000,0.000
100055.500,100058.300,100057.600,100057.900,100060.900,100070.300,100070.100,100069.600,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100014.100,100013.700,100014.400,100015.400,100021.900,100021.900,100020.900,0.000,0.000,0.000,0.000,0.000,0.000
99982.340,99983.050,99982.230,99983.070,99983.830,99985.430,99984.730,99985.610,0.000,0.000,0.000,0.000,0.000,0.000
99998.670,99997.800,99997.930,99998.480,99997.860,99995.660,99995.320,99995.820,0.000,0.000,0.000,0.000,0.000,0.000
99968.460,99967.090,99967.410,99966.480,99965.220,99959.130,99960.030,99959.230,0.000,0.000,0.000,0.000,0.000,0.000
99926.340,99922.900,99923.210,99922.760,99919.870,99910.810,99911.590,99910.850,0.000,0.000,0.000,0.000,0.000,0.000
99993.950,99989.460,99989.300,99989.270,99985.850,99974.170,99973.900,99973.840,0.000,0.000,0.000,0.000,0.000,0.000
100088.600,100083.500,100083.500,100083.700,100079.700,100065.400,100065.900,100065.700,0.000,0.000,0.000,0.000,0.000,0.000
100012.400,100007.600,100007.600,100007.300,100003.000,99988.210,99987.700,99988.020,0.000,0.000,0.000,0.000,0.000,0.000
99848.980,99843.980,99843.980,99843.620,99839.030,99823.810,99823.650,99823.230,0.000,0.000,0.000,0.000,0.000,0.000
99885.450,99881.560,99881.320,99880.980,99876.050,99862.490,99862.550,99862.340,0.000,0.000,0.000,0.000,0.000,0.000
100102.000,100098.200,100097.700,100097.800,100094.100,100081.000,100080.700,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100141.100,100137.100,100137.600,100137.500,100133.900,100123.700,100123.300,100123.100,0.000,0.000,0.000,0.000,0.000,0.000
99914.840,99911.950,99911.730,99912.180,99909.650,99902.520,99902.050,99901.840,0.000,0.000,0.000,0.000,0.000,0.000
99793.260,99791.380,99791.660,99792.280,99790.530,99786.620,99786.650,99786.980,0.000,0.000,0.000,0.000,0.000,0.000
99990.640,99990.870,99990.860,99990.150,99990.510,99990.880,99990.730,99990.270,0.000,0.000,0.000,0.000,0.000,0.000
100188.000,100189.600,100189.200,100189.200,100190.700,100194.300,100194.100,100194.100,0.000,0.000,0.000,0.000,0.000,0.000
100066.900,100069.100,100068.900,100069.200,100071.600,100078.400,100078.300,100079.000,0.000,0.000,0.000,0.000,0.000,0.000
99840.450,99843.630,99844.090,99844.230,99847.000,99857.340,99857.430,99857.630,0.000,0.000,0.000,0.000,0.000,0.000
99878.580,99882.960,99882.860,99883.400,99887.660,99899.640,99900.170,99899.670,0.000,0.000,0.000,0.000,0.000,0.000
100095.400,100100.400,100099.500,100100.000,100104.200,100119.100,100118.600,100119.400,0.000,0.000,0.000,0.000,0.000,0.000
100132.400,100137.700,100137.100,100137.700,100142.700,100157.400,100157.800,100157.300,0.000,0.000,0.000,0.000,0.000,0.000
99968.850,99973.100,99973.560,99973.180,99977.990,99993.450,99993.630,99992.850,0.000,0.000,0.000,0.000,0.000,0.000
99892.600,99897.520,99897.050,99897.140,99901.670,99915.520,99915.420,99915.370,0.000,0.000,0.000,0.000,0.000,0.000
99988.030,99991.160,99991.800,99991.500,99994.810,100006.800,100007.000,100007.200,0.000,0.000,0.000,0.000,0.000,0.000
100054.800,100058.500,100058.100,100058.100,100060.700,100070.000,100070.200,100069.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.000,100014.300,100014.500,100014.300,100016.000,100021.400,100021.000,100021.900,0.000,0.000,0.000,0.000,0.000,0.000
99981.630,99983.180,99982.300,99982.400,99983.090,99985.410,99985.140,99985.410,0.000,0.000,0.000,0.000,0.000,0.000
99998.550,99998.350,99998.620,99998.390,99997.840,99995.660,99995.630,99995.490,0.000,0.000,0.000,0.000,0.000,0.000
99968.650,99967.030,99966.440,99966.590,99964.890,99959.530,99960.060,99959.910,0.000,0.000,0.000,0.000,0.000,0.000
99925.440,99923.310,99922.650,99923.180,99920.300,99910.680,99910.770,99911.200,0.000,0.000,0.000,0.000,0.000,0.000
99993.200,99990.040,99989.680,99989.210,99985.700,99974.200,99974.360,99974.150,0.000,0.000,0.000,0.000,0.000,0.000
100088.400,100084.100,100083.700,100084.000,100079.700,100065.500,100066.100,100066.200,0.000,0.000,0.000,0.000,0.000,0.000
100012.300,100007.700,100007.300,100007.900,100002.500,99988.200,99988.020,99987.910,0.000,0.000,0.000,0.000,0.000,0.000
99849.080,99843.360,99843.210,99843.470,99838.580,99823.810,99824.010,99823.240,0.000,0.000,0.000,0.000,0.000,0.000
99885.820,99880.900,99880.990,99881.380,99876.670,99861.850,99862.380,99862.490,0.000,0.000,0.000,0.000,0.000,0.000
100102.500,100097.900,100098.000,100097.800,100093.200,100080.800,100080.400,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100140.200,100137.100,100137.100,100136.800,100134.000,100123.200,100123.200,100123.400,0.000,0.000,0.000,0.000,0.000,0.000
99914.100,99912.450,99911.580,99911.650,99909.450,99902.130,99902.810,99902.610,0.000,0.000,0.000,0.000,0.000,0.000
99793.520,99791.630,99791.550,99791.930,99790.980,99786.500,99786.500,99786.550,0.000,0.000,0.000,0.000,0.000,0.000
99990.990,99990.410,99990.980,99990.860,99990.150,99990.160,99990.480,99990.610,0.000,0.000,0.000,0.000,0.000,0.000
100187.600,100188.900,100189.000,100188.800,100190.200,100194.400,100194.000,100193.900,0.000,0.000,0.000,0.000,0.000,0.000
100066.300,100068.600,100069.100,100069.400,100071.100,100078.800,100078.700,100078.800,0.000,0.000,0.000,0.000,0.000,0.000
99840.410,99844.200,99843.880,99844.100,99846.870,99857.390,99856.960,99857.890,0.000,0.000,0.000,0.000,0.000,0.000
99878.690,99882.880,99882.770,99883.010,99887.130,99899.840,99899.770,99899.650,0.000,0.000,0.000,0.000,0.000,0.000
100095.100,100099.900,100100.300,100099.500,100105.100,100119.300,100118.900,100118.500,0.000,0.000,0.000,0.000,0.000,0.000
100132.800,100137.800,100137.300,100137.700,100142.500,100157.100,100156.900,100157.300,0.000,0.000,0.000,0.000,0.000,0.000
99969.050,99973.340,99973.310,99973.230,99978.480,99993.310,99993.100,99993.470,0.000,0.000,0.000,0.000,0.000,0.000
99892.310,99896.990,99897.520,99896.720,99901.850,99914.760,99914.750,99915.590,0.000,0.000,0.000,0.000,0.000,0.000
99987.850,99991.330,99991.180,99991.500,99995.380,100006.600,100007.000,100007.000,0.000,0.000,0.000,0.000,0.000,0.000
100055.100,100058.100,100058.500,100057.800,100060.500,100069.500,100069.700,100070.300,0.000,0.000,0.000,0.000,0.000,0.000
100011.900,100014.300,100014.000,100014.500,100016.400,100021.900,100021.500,100021.800,0.000,0.000,0.000,0.000,0.000,0.000
99981.660,99982.360,99983.150,99982.810,99983.790,99985.090,99985.130,99985.580,0.000,0.000,0.000,0.000,0.000,0.000
99999.330,99998.340,99997.820,99997.950,99998.160,99995.730,99996.050,99995.910,0.000,0.000,0.000,0.000,0.000,0.000
99968.910,99966.990,99967.170,99966.450,99965.290,99959.250,99959.840,99959.110,0.000,0.000,0.000,0.000,0.000,0.000
99925.380,99923.390,99923.370,99922.440,99920.130,99910.780,99911.550,99911.470,0.000,0.000,0.000,0.000,0.000,0.000
99993.880,99989.540,99989.640,99989.600,99985.630,99973.770,99974.470,99973.780,0.000,0.000,0.000,0.000,0.000,0.000
100088.000,100083.400,100083.700,100083.800,100079.000,100065.500,100066.200,100066.000,0.000,0.000,0.000,0.000,0.000,0.000
100012.800,100007.700,100007.200,100007.400,100002.300,99987.830,99987.490,99988.220,0.000,0.000,0.000,0.000,0.000,0.000
99848.480,99844.010,99843.700,99844.090,99838.550,99823.540,99823.360,99823.920,0.000,0.000,0.000,0.000,0.000,0.000
99886.040,99880.830,99880.870,99881.200,99876.780,99861.880,99861.850,99862.200,0.000,0.000,0.000,0.000,0.000,0.000
100102.300,100098.000,100098.300,100098.000,100093.900,100080.700,100081.300,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100140.200,100137.000,100136.800,100137.600,100134.200,100123.500,100123.600,100123.400,0.000,0.000,0.000,0.000,0.000,0.000
99914.120,99912.090,99911.570,99911.940,99909.530,99902.620,99902.480,99902.530,0.000,0.000,0.000,0.000,0.000,0.000
99793.460,99791.920,99792.170,99792.310,99791.080,99786.730,99787.190,99787.040,0.000,0.000,0.000,0.000,0.000,0.000
99990.530,99990.670,99990.610,99990.580,99990.560,99990.520,99990.050,99990.060,0.000,0.000,0.000,0.000,0.000,0.000
100188.400,100189.400,100189.500,100188.800,100190.200,100193.900,100194.500,100193.800,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100069.400,100068.900,100068.800,100071.100,100078.900,100078.300,100078.200,0.000,0.000,0.000,0.000,0.000,0.000
99839.860,99843.510,99844.050,99843.550,99847.190,99857.910,99857.830,99857.660,0.000,0.000,0.000,0.000,0.000,0.000
99878.910,99883.150,99883.050,99882.910,99887.790,99900.570,99900.420,99900.300,0.000,0.000,0.000,0.000,0.000,0.000
100095.200,100099.400,100099.900,100100.100,100105.000,100118.900,100118.800,100118.900,0.000,0.000,0.000,0.000,0.000,0.000
100132.600,100137.500,100137.200,100137.000,100141.900,100157.400,100157.300,100157.600,0.000,0.000,0.000,0.000,0.000,0.000
99968.680,99973.630,99973.590,99973.340,99978.670,99993.420,99993.230,99992.710,0.000,0.000,0.000,0.000,0.000,0.000
99892.970,99896.820,99897.340,99897.440,99902.100,99915.390,99915.010,99915.360,0.000,0.000,0.000,0.000,0.000,0.000
99988.030,99991.480,99991.580,99991.000,99995.020,100006.700,100006.400,100006.800,0.000,0.000,0.000,0.000,0.000,0.000
100055.500,100057.900,100058.200,100058.500,100061.200,100070.100,100070.000,100070.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.700,100014.200,100014.200,100013.900,100015.900,100021.500,100021.900,100021.800,0.000,0.000,0.000,0.000,0.000,0.000
99982.060,99982.660,99983.060,99982.880,99983.580,99985.310,99985.280,99985.700,0.000,0.000,0.000,0.000,0.000,0.000
99998.770,99998.470,99997.910,99998.210,99998.000,99995.670,99995.780,99995.480,0.000,0.000,0.000,0.000,0.000,0.000
99968.720,99966.440,99966.910,99966.900,99964.710,99959.760,99959.460,99959.180,0.000,0.000,0.000,0.000,0.000,0.000
99925.850,99923.210,99923.270,99922.770,99919.490,99910.660,99910.860,99911.120,0.000,0.000,0.000,0.000,0.000,0.000
99993.580,99989.970,99989.740,99989.940,99985.780,99974.160,99974.510,99973.920,0.000,0.000,0.000,0.000,0.000,0.000
100088.600,100084.000,100083.900,100084.300,100079.500,100065.600,100065.400,100065.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.000,100007.400,100007.800,100007.400,100002.100,99987.840,99988.040,99988.120,0.000,0.000,0.000,0.000,0.000,0.000
99848.150,99843.850,99843.280,99844.050,99838.870,99823.360,99824.120,99823.480,0.000,0.000,0.000,0.000,0.000,0.000
99885.850,99881.270,99881.440,99881.600,99876.630,99862.270,99862.280,99862.600,0.000,0.000,0.000,0.000,0.000,0.000
100101.700,100097.600,100098.100,100097.800,100093.300,100080.900,100080.900,100080.600,0.000,0.000,0.000,0.000,0.000,0.000
100140.900,100137.000,100137.000,100137.300,100133.500,100123.800,100123.500,100123.100,0.000,0.000,0.000,0.000,0.000,0.000
99914.020,99912.290,99912.230,99912.230,99909.340,99902.690,99902.300,99902.300,0.000,0.000,0.000,0.000,0.000,0.000
99793.270,99791.550,99791.860,99792.350,99790.590,99786.500,99787.220,99786.830,0.000,0.000,0.000,0.000,0.000,0.000
99990.780,99990.840,99990.210,99990.760,99990.730,99990.210,99990.620,99990.610,0.000,0.000,0.000,0.000,0.000,0.000
100187.700,100189.600,100188.900,100189.100,100190.800,100194.000,100193.800,100194.300,0.000,0.000,0.000,0.000,0.000,0.000
100066.300,100069.300,100069.400,100069.500,100071.800,100079.100,100078.900,100078.500,0.000,0.000,0.000,0.000,0.000,0.000
99840.650,99843.570,99844.090,99844.260,99847.630,99857.440,99857.710,99857.550,0.000,0.000,0.000,0.000,0.000,0.000
99878.910,99883.510,99883.480,99883.030,99887.490,99900.260,99899.940,99900.510,0.000,0.000,0.000,0.000,0.000,0.000
100094.800,100099.500,100099.900,100099.700,100104.800,100119.400,100118.900,100118.700,0.000,0.000,0.000,0.000,0.000,0.000
100131.900,100137.700,100137.700,100137.600,100142.200,100157.800,100157.400,100157.700,0.000,0.000,0.000,0.000,0.000,0.000
99968.260,99973.890,99973.980,99973.450,99978.320,99993.300,99993.350,99993.450,0.000,0.000,0.000,0.000,0.000,0.000
99892.280,99897.240,99896.650,99896.750,99901.750,99915.520,99914.800,99915.240,0.000,0.000,0.000,0.000,0.000,0.000
99987.390,99991.790,99991.590,99991.610,99995.130,100006.700,100007.000,100007.100,0.000,0.000,0.000,0.000,0.000,0.000
100055.400,100058.200,100058.600,100057.700,100061.200,100069.400,100069.700,100069.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.000,100014.500,100013.800,100014.300,100016.200,100021.900,100021.500,100021.500,0.000,0.000,0.000,0.000,0.000,0.000
99982.060,99982.940,99982.360,99982.220,99983.800,99985.120,99985.370,99984.930,0.000,0.000,0.000,0.000,0.000,0.000
99999.160,99998.050,99998.200,99998.170,99997.360,99996.120,99995.770,99996.070,0.000,0.000,0.000,0.000,0.000,0.000
99968.410,99966.550,99967.060,99967.230,99965.230,99959.620,99959.140,99959.240,0.000,0.000,0.000,0.000,0.000,0.000
99925.650,99922.890,99923.270,99923.100,99920.080,99911.020,99911.440,99911.060,0.000,0.000,0.000,0.000,0.000,0.000
